Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,
Name,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,
Time,20220317082042,20220317082130,20220317091327,20220317093224,20220317093224,20220317093224,20220317104709,20220317105109,20220317105109,20220317105109,20220317105109,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,
Highcut,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,
Lowcut,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,
Period,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,
Averages,101,84,38,15,29,57,48,30,41,58,67,13,23,28,37,37,43,43,
Int (mA),45/45mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,
Pulse Width (µs),250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,
Rep Rate (Hz),2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,
Data356,0.119353,0.088648,0.146366,0.437680,0.288343,0.289386,-0.222845,-0.284326,-0.088437,-0.026966,-0.048111,0.316368,0.091720,0.149763,0.052376,0.052376,0.016235,0.016235,
Data357,0.100619,0.067939,0.129501,0.411739,0.262034,0.266364,-0.243826,-0.304990,-0.107744,-0.049099,-0.070431,0.294653,0.069951,0.126670,0.031549,0.031549,-0.005367,-0.005367,
Data358,0.081281,0.046504,0.111431,0.385036,0.234673,0.242270,-0.264172,-0.324954,-0.127096,-0.071461,-0.092978,0.271728,0.047602,0.102794,0.010259,0.010259,-0.027369,-0.027369,
Data359,0.061640,0.024705,0.092759,0.357315,0.206523,0.217106,-0.283405,-0.344155,-0.146356,-0.093988,-0.115638,0.247702,0.024754,0.078237,-0.011444,-0.011444,-0.049681,-0.049681,
Data360,0.041698,0.002906,0.073083,0.328832,0.177583,0.191407,-0.301684,-0.362529,-0.165570,-0.116580,-0.138356,0.222576,0.001410,0.053100,-0.033456,-0.033456,-0.072170,-0.072170,
Data361,0.021453,-0.018529,0.052804,0.299585,0.148118,0.164637,-0.318850,-0.379950,-0.184550,-0.139140,-0.161045,0.196570,-0.022267,0.027453,-0.055726,-0.055726,-0.094792,-0.094792,
Data362,0.001209,-0.040327,0.031723,0.269830,0.118389,0.137599,-0.334904,-0.396417,-0.203299,-0.161634,-0.183649,0.169720,-0.046233,0.001431,-0.078099,-0.078099,-0.117370,-0.117370,
Data363,-0.019036,-0.062126,0.010039,0.239821,0.088134,0.109758,-0.349845,-0.411866,-0.221721,-0.183930,-0.206054,0.142136,-0.070407,-0.024830,-0.100524,-0.100524,-0.139860,-0.139860,
Data364,-0.039432,-0.083925,-0.012047,0.209557,0.057616,0.081649,-0.363355,-0.426108,-0.239771,-0.205997,-0.228231,0.113892,-0.094664,-0.051295,-0.122949,-0.122949,-0.162216,-0.162216,
Data365,-0.059827,-0.105360,-0.034734,0.178785,0.027361,0.053273,-0.375753,-0.439142,-0.257356,-0.227701,-0.250009,0.085098,-0.118921,-0.077760,-0.145167,-0.145167,-0.184306,-0.184306,
Data366,-0.079921,-0.126432,-0.057824,0.148013,-0.002894,0.024629,-0.386562,-0.450904,-0.274383,-0.249011,-0.271360,0.055864,-0.143053,-0.104122,-0.167128,-0.167128,-0.205997,-0.205997,
Data367,-0.099863,-0.146777,-0.081114,0.116986,-0.032886,-0.004016,-0.396099,-0.461268,-0.290759,-0.269828,-0.292199,0.026410,-0.166854,-0.130247,-0.188779,-0.188779,-0.227288,-0.227288,
Data368,-0.119353,-0.167123,-0.104605,0.085959,-0.062878,-0.032927,-0.404205,-0.470169,-0.306437,-0.290053,-0.312354,-0.003155,-0.190282,-0.155962,-0.209966,-0.209966,-0.248003,-0.248003,
Data369,-0.138540,-0.186741,-0.128095,0.054932,-0.092606,-0.062107,-0.410563,-0.477480,-0.321277,-0.309554,-0.331798,-0.032682,-0.213212,-0.181201,-0.230535,-0.230535,-0.268142,-0.268142,
Data370,-0.157274,-0.205633,-0.151787,0.023906,-0.121809,-0.090751,-0.415490,-0.483202,-0.335233,-0.328299,-0.350388,-0.062100,-0.235478,-0.205792,-0.250485,-0.250485,-0.287526,-0.287526,
Data371,-0.175403,-0.223799,-0.175077,-0.006867,-0.150486,-0.119663,-0.418669,-0.487335,-0.348213,-0.346189,-0.368038,-0.091187,-0.256957,-0.229669,-0.269714,-0.269714,-0.306156,-0.306156,
Data372,-0.193080,-0.241601,-0.198167,-0.037893,-0.178636,-0.148039,-0.420259,-0.489751,-0.360169,-0.363092,-0.384664,-0.119945,-0.277648,-0.252728,-0.288066,-0.288066,-0.323899,-0.323899,
Data373,-0.209849,-0.258313,-0.220653,-0.068666,-0.206260,-0.176416,-0.420259,-0.490450,-0.371008,-0.379009,-0.400208,-0.148189,-0.297427,-0.274935,-0.305541,-0.305541,-0.340755,-0.340755,
Data374,-0.226015,-0.273936,-0.242739,-0.099438,-0.233095,-0.204257,-0.418352,-0.489370,-0.380685,-0.393808,-0.414613,-0.175882,-0.316252,-0.296154,-0.322038,-0.322038,-0.356547,-0.356547,
Data375,-0.241425,-0.289195,-0.264021,-0.129956,-0.258877,-0.231830,-0.414855,-0.486508,-0.389152,-0.407390,-0.427708,-0.202879,-0.333998,-0.316420,-0.337554,-0.337554,-0.371362,-0.371362,
Data376,-0.256080,-0.303001,-0.284300,-0.160474,-0.284134,-0.258868,-0.409609,-0.481867,-0.396269,-0.419689,-0.439494,-0.229142,-0.350709,-0.335664,-0.351989,-0.351989,-0.385113,-0.385113,
Data377,-0.269677,-0.316443,-0.303775,-0.190483,-0.308337,-0.285370,-0.402616,-0.475382,-0.402038,-0.430640,-0.449885,-0.254562,-0.366217,-0.353853,-0.365340,-0.365340,-0.397755,-0.397755,
Data378,-0.282519,-0.328432,-0.322046,-0.220493,-0.331752,-0.311070,-0.394032,-0.467053,-0.406365,-0.440144,-0.458824,-0.279027,-0.380480,-0.370849,-0.377506,-0.377506,-0.409243,-0.409243,
Data379,-0.294303,-0.339695,-0.339112,-0.250248,-0.354115,-0.336234,-0.383860,-0.456881,-0.409249,-0.448234,-0.466283,-0.302503,-0.393459,-0.386687,-0.388486,-0.388486,-0.419490,-0.419490,
Data380,-0.305180,-0.349868,-0.354973,-0.279749,-0.375425,-0.360595,-0.372098,-0.444864,-0.410644,-0.454844,-0.472176,-0.324841,-0.405069,-0.401265,-0.398178,-0.398178,-0.428539,-0.428539,
Data381,-0.315001,-0.358950,-0.369228,-0.308741,-0.395945,-0.384153,-0.358746,-0.431004,-0.410551,-0.459908,-0.476531,-0.346006,-0.415311,-0.414582,-0.406632,-0.406632,-0.436346,-0.436346,
Data382,-0.323914,-0.366943,-0.382078,-0.337479,-0.415151,-0.406907,-0.343964,-0.415427,-0.408923,-0.463427,-0.479321,-0.365886,-0.424143,-0.426640,-0.413746,-0.413746,-0.442822,-0.442822,
Data383,-0.331921,-0.373846,-0.393321,-0.365962,-0.433567,-0.428591,-0.327592,-0.398070,-0.405760,-0.465367,-0.480488,-0.384483,-0.431523,-0.437369,-0.419572,-0.419572,-0.448012,-0.448012,
Data384,-0.338720,-0.380022,-0.402758,-0.393683,-0.450930,-0.449472,-0.309949,-0.379060,-0.401108,-0.465696,-0.480033,-0.401760,-0.437494,-0.446803,-0.424056,-0.424056,-0.451915,-0.451915,
Data385,-0.344612,-0.384745,-0.410588,-0.421149,-0.466979,-0.469282,-0.291034,-0.358460,-0.394967,-0.464414,-0.477955,-0.417606,-0.442014,-0.454910,-0.427253,-0.427253,-0.454533,-0.454533,
Data386,-0.349447,-0.388742,-0.416611,-0.447852,-0.481975,-0.488021,-0.270848,-0.336398,-0.387384,-0.461553,-0.474311,-0.432021,-0.445124,-0.461722,-0.429108,-0.429108,-0.455863,-0.455863,
Data387,-0.353375,-0.391648,-0.420828,-0.473793,-0.495655,-0.505422,-0.249549,-0.313001,-0.378452,-0.457146,-0.469073,-0.445006,-0.446824,-0.467171,-0.429675,-0.429675,-0.455908,-0.455908,
Data388,-0.356094,-0.393465,-0.423237,-0.498970,-0.508546,-0.522019,-0.227137,-0.288268,-0.368170,-0.451161,-0.462297,-0.456597,-0.447156,-0.471361,-0.428954,-0.428954,-0.454710,-0.454710,
Data389,-0.358058,-0.394555,-0.423839,-0.523130,-0.519859,-0.537010,-0.203772,-0.262455,-0.356633,-0.443696,-0.454070,-0.466757,-0.446161,-0.474256,-0.427046,-0.427046,-0.452270,-0.452270,
Data390,-0.358814,-0.394191,-0.422635,-0.546527,-0.530383,-0.550931,-0.179611,-0.235561,-0.343933,-0.434751,-0.444362,-0.475451,-0.443880,-0.475857,-0.423902,-0.423902,-0.448677,-0.448677,
Data391,-0.358814,-0.393101,-0.419824,-0.568653,-0.539854,-0.563513,-0.154657,-0.207777,-0.330069,-0.424392,-0.433259,-0.482713,-0.440355,-0.476231,-0.419675,-0.419675,-0.443931,-0.443931,
Data392,-0.357756,-0.390922,-0.415005,-0.589761,-0.548009,-0.574756,-0.129066,-0.179166,-0.315136,-0.412651,-0.420847,-0.488509,-0.435587,-0.475346,-0.414313,-0.414313,-0.438032,-0.438032,
Data393,-0.355792,-0.388015,-0.408781,-0.609598,-0.555113,-0.584661,-0.102998,-0.149983,-0.299179,-0.399629,-0.407154,-0.492874,-0.429699,-0.473200,-0.407921,-0.407921,-0.431112,-0.431112,
Data394,-0.352922,-0.384019,-0.400750,-0.628163,-0.561164,-0.592960,-0.076613,-0.120228,-0.282385,-0.385356,-0.392265,-0.495808,-0.422691,-0.469828,-0.400446,-0.400446,-0.423127,-0.423127,
Data395,-0.349145,-0.378932,-0.391314,-0.645202,-0.565899,-0.599920,-0.049751,-0.090092,-0.264707,-0.369933,-0.376237,-0.497385,-0.414647,-0.465298,-0.392095,-0.392095,-0.414211,-0.414211,
Data396,-0.344612,-0.373119,-0.380472,-0.660461,-0.569582,-0.605542,-0.022730,-0.059701,-0.246377,-0.353424,-0.359185,-0.497606,-0.405691,-0.459644,-0.382764,-0.382764,-0.404275,-0.404275,
Data397,-0.339173,-0.366580,-0.368224,-0.674194,-0.571950,-0.609290,0.004133,-0.029246,-0.227350,-0.335896,-0.341164,-0.496542,-0.395822,-0.452900,-0.372660,-0.372660,-0.393541,-0.393541,
Data398,-0.332979,-0.358950,-0.354772,-0.686147,-0.573003,-0.611432,0.031154,0.001081,-0.207858,-0.317480,-0.322290,-0.494304,-0.385207,-0.445134,-0.361783,-0.361783,-0.382008,-0.382008,
Data399,-0.326180,-0.350594,-0.340316,-0.696066,-0.573003,-0.611967,0.058016,0.031281,-0.187900,-0.298242,-0.302618,-0.490856,-0.373846,-0.436347,-0.350236,-0.350236,-0.369765,-0.369765,
Data400,-0.318475,-0.341511,-0.324857,-0.704204,-0.571687,-0.611164,0.084560,0.061163,-0.167570,-0.278346,-0.282320,-0.486235,-0.361821,-0.426571,-0.338070,-0.338070,-0.356857,-0.356857,
Data401,-0.310317,-0.331702,-0.308594,-0.710053,-0.569056,-0.608487,0.110787,0.090600,-0.147008,-0.257825,-0.261396,-0.480402,-0.349133,-0.415876,-0.325337,-0.325337,-0.343372,-0.343372,
Data402,-0.301403,-0.321529,-0.291528,-0.714122,-0.565110,-0.604204,0.136378,0.119465,-0.126259,-0.236778,-0.239988,-0.473396,-0.335864,-0.404262,-0.312088,-0.312088,-0.329400,-0.329400,
Data403,-0.292037,-0.310267,-0.273859,-0.715902,-0.559848,-0.598314,0.161491,0.147631,-0.105418,-0.215271,-0.218181,-0.465180,-0.321974,-0.391762,-0.298376,-0.298376,-0.314939,-0.314939,
Data404,-0.282216,-0.298641,-0.255789,-0.715648,-0.553271,-0.590551,0.185810,0.174970,-0.084576,-0.193434,-0.196033,-0.455753,-0.307585,-0.378410,-0.284302,-0.284302,-0.300124,-0.300124,
Data405,-0.271792,-0.286652,-0.237519,-0.713105,-0.545642,-0.581449,0.209653,0.201419,-0.063734,-0.171335,-0.173628,-0.445189,-0.292700,-0.364309,-0.269868,-0.269868,-0.284998,-0.284998,
Data406,-0.261065,-0.273936,-0.219047,-0.708527,-0.536434,-0.570741,0.232382,0.226914,-0.043032,-0.149039,-0.151110,-0.433488,-0.277441,-0.349459,-0.255176,-0.255176,-0.269517,-0.269517,
Data407,-0.249885,-0.260857,-0.200576,-0.701406,-0.526173,-0.558427,0.254317,0.251329,-0.022470,-0.126610,-0.128478,-0.420687,-0.261850,-0.333961,-0.240226,-0.240226,-0.253814,-0.253814,
Data408,-0.238554,-0.247051,-0.182104,-0.692251,-0.514597,-0.544506,0.275298,0.274535,-0.002140,-0.104149,-0.105845,-0.406895,-0.245927,-0.317851,-0.225019,-0.225019,-0.237846,-0.237846,
Data409,-0.226921,-0.233245,-0.163834,-0.681061,-0.501443,-0.529247,0.295008,0.296597,0.017818,-0.081754,-0.083270,-0.392113,-0.229798,-0.301229,-0.209657,-0.209657,-0.221699,-0.221699,
Data410,-0.215137,-0.219076,-0.145764,-0.667582,-0.487499,-0.512382,0.313446,0.317324,0.037589,-0.059425,-0.060837,-0.376450,-0.213378,-0.284131,-0.194089,-0.194089,-0.205331,-0.205331,
Data411,-0.203051,-0.204544,-0.127895,-0.652069,-0.471977,-0.494178,0.330771,0.336716,0.056942,-0.037325,-0.038603,-0.359871,-0.196792,-0.266624,-0.178366,-0.178366,-0.188830,-0.188830,
Data412,-0.191115,-0.190011,-0.110628,-0.634521,-0.455403,-0.474636,0.346507,0.354709,0.075830,-0.015522,-0.016654,-0.342448,-0.180040,-0.248708,-0.162540,-0.162540,-0.172152,-0.172152,
Data413,-0.178878,-0.175115,-0.093963,-0.615193,-0.437776,-0.453755,0.360971,0.371303,0.094252,0.005854,0.004840,-0.324218,-0.163081,-0.230384,-0.146559,-0.146559,-0.155385,-0.155385,
Data414,-0.166792,-0.160220,-0.077901,-0.594085,-0.418834,-0.431804,0.374005,0.386435,0.112070,0.026769,0.025935,-0.305217,-0.145956,-0.211685,-0.130423,-0.130423,-0.138484,-0.138484,
Data415,-0.154705,-0.145324,-0.062442,-0.571196,-0.399102,-0.408513,0.385449,0.400104,0.129330,0.047158,0.046489,-0.285483,-0.128665,-0.192679,-0.114133,-0.114133,-0.121496,-0.121496,
Data416,-0.142619,-0.130428,-0.047584,-0.546782,-0.378319,-0.384420,0.395463,0.412184,0.145891,0.066923,0.066445,-0.265052,-0.111167,-0.173401,-0.097792,-0.097792,-0.104462,-0.104462,
Data417,-0.130835,-0.115169,-0.033530,-0.520841,-0.356482,-0.359524,0.404046,0.422738,0.161755,0.086029,0.085747,-0.243998,-0.093544,-0.153850,-0.081347,-0.081347,-0.087385,-0.087385,
Data418,-0.118900,-0.100274,-0.020278,-0.493629,-0.333857,-0.333557,0.411199,0.431767,0.176874,0.104412,0.104393,-0.222356,-0.075798,-0.134061,-0.064799,-0.064799,-0.070307,-0.070307,
Data419,-0.107266,-0.085378,-0.007830,-0.465400,-0.310705,-0.306787,0.416921,0.439269,0.191250,0.122039,0.122300,-0.200165,-0.057926,-0.114170,-0.048252,-0.048252,-0.053229,-0.053229,
Data420,-0.095935,-0.070845,0.003614,-0.435899,-0.286764,-0.279481,0.421213,0.445309,0.204787,0.138844,0.139438,-0.177533,-0.040055,-0.094143,-0.031755,-0.031755,-0.036151,-0.036151,
Data421,-0.084604,-0.056313,0.014657,-0.405890,-0.262034,-0.251640,0.424233,0.449760,0.217441,0.154826,0.155722,-0.154571,-0.022142,-0.074149,-0.015259,-0.015259,-0.019118,-0.019118,
Data422,-0.073576,-0.041781,0.024696,-0.374863,-0.236778,-0.223264,0.425663,0.452684,0.229164,0.169888,0.171123,-0.131426,-0.004312,-0.054190,0.001031,0.001031,-0.002174,-0.002174,
Data423,-0.062698,-0.027612,0.034132,-0.343328,-0.211259,-0.194619,0.425822,0.454210,0.240004,0.184062,0.185585,-0.108207,0.013310,-0.034367,0.017270,0.017270,0.014594,0.014594,
Data424,-0.052122,-0.013806,0.042765,-0.311284,-0.185213,-0.165975,0.424550,0.454337,0.249866,0.197249,0.199107,-0.085062,0.030808,-0.014782,0.033199,0.033199,0.031272,0.031272,
Data425,-0.041698,-0.000363,0.050796,-0.279240,-0.159167,-0.137063,0.422007,0.453066,0.258799,0.209450,0.211605,-0.062026,0.048016,0.004564,0.048922,0.048922,0.047773,0.047773,
Data426,-0.031576,0.012716,0.057824,-0.246942,-0.132859,-0.108152,0.418034,0.450459,0.266754,0.220631,0.223078,-0.039248,0.064975,0.023604,0.064335,0.064335,0.064052,0.064052,
Data427,-0.021755,0.025795,0.064449,-0.214898,-0.106550,-0.079240,0.412947,0.446644,0.273732,0.230793,0.233526,-0.016763,0.081603,0.042337,0.079440,0.079440,0.080110,0.080110,
Data428,-0.012086,0.038511,0.070272,-0.183108,-0.080241,-0.050863,0.406589,0.441622,0.279733,0.239869,0.242892,0.005282,0.097898,0.060730,0.094183,0.094183,0.095901,0.095901,
Data429,-0.002719,0.050863,0.075492,-0.151573,-0.054459,-0.022755,0.399119,0.435454,0.284711,0.247860,0.251176,0.026887,0.113738,0.078713,0.108463,0.108463,0.111382,0.111382,
Data430,0.006345,0.062489,0.080110,-0.120801,-0.028676,0.004551,0.390695,0.428270,0.288712,0.254766,0.258407,0.047905,0.129204,0.096289,0.122330,0.122330,0.126508,0.126508,
Data431,0.015259,0.074115,0.084125,-0.090537,-0.003420,0.031321,0.381158,0.420132,0.291782,0.260653,0.264585,0.068335,0.144173,0.113421,0.135733,0.135733,0.141279,0.141279,
Data432,0.024022,0.085378,0.087739,-0.061290,0.021310,0.057556,0.370826,0.411103,0.293922,0.265520,0.269794,0.088033,0.158603,0.130042,0.148621,0.148621,0.155651,0.155651,
Data433,0.032482,0.095914,0.090751,-0.033061,0.045514,0.082988,0.359700,0.401312,0.295178,0.269434,0.274008,0.106960,0.172452,0.146085,0.160941,0.160941,0.169579,0.169579,
Data434,0.040791,0.106087,0.093361,-0.005595,0.068929,0.107349,0.347779,0.390822,0.295597,0.272426,0.277281,0.125007,0.185638,0.161548,0.172592,0.172592,0.183064,0.183064,
Data435,0.048799,0.115896,0.095570,0.020345,0.091554,0.130639,0.335222,0.379822,0.295271,0.274531,0.279673,0.142173,0.198201,0.176364,0.183675,0.183675,0.195972,0.195972,
Data436,0.056806,0.125342,0.097577,0.045268,0.113390,0.153126,0.322188,0.368251,0.294155,0.275748,0.281182,0.158459,0.210019,0.190499,0.194037,0.194037,0.208348,0.208348,
Data437,0.064360,0.134061,0.099184,0.068920,0.134174,0.174006,0.308677,0.356298,0.292387,0.276142,0.281865,0.173791,0.221173,0.203953,0.203677,0.203677,0.220147,0.220147,
Data438,0.071763,0.142418,0.100589,0.091045,0.153906,0.193816,0.294849,0.344027,0.289968,0.275781,0.281779,0.188097,0.231539,0.216658,0.212595,0.212595,0.231281,0.231281,
Data439,0.079015,0.150047,0.101794,0.111645,0.172585,0.212288,0.280702,0.331566,0.286944,0.274662,0.280925,0.201375,0.241117,0.228613,0.220792,0.220792,0.241838,0.241838,
Data440,0.085964,0.157313,0.102798,0.130973,0.189949,0.229421,0.266238,0.318914,0.283362,0.272821,0.279388,0.213626,0.249908,0.239751,0.228215,0.228215,0.251685,0.251685,
Data441,0.092612,0.163853,0.103802,0.148775,0.206260,0.244947,0.251774,0.306198,0.279361,0.270321,0.277196,0.224814,0.257869,0.250105,0.234814,0.234814,0.260823,0.260823,
Data442,0.099108,0.169666,0.104404,0.164797,0.220993,0.259136,0.236992,0.293545,0.274895,0.267230,0.274435,0.234901,0.264960,0.259574,0.240639,0.240639,0.269206,0.269206,
Data443,0.105302,0.175115,0.105207,0.179294,0.234673,0.271985,0.222210,0.280957,0.270150,0.263613,0.271132,0.243851,0.271221,0.268123,0.245639,0.245639,0.276925,0.276925,
Data444,0.111346,0.180202,0.105809,0.192264,0.246775,0.282961,0.207586,0.268495,0.265032,0.259502,0.267346,0.251664,0.276653,0.275820,0.249866,0.249866,0.283844,0.283844,
Data445,0.116935,0.184198,0.106412,0.203708,0.257562,0.292598,0.192963,0.256224,0.259636,0.254931,0.263133,0.258340,0.281172,0.282564,0.253372,0.253372,0.290099,0.290099,
Data446,0.122374,0.187831,0.106813,0.213372,0.267033,0.300630,0.178499,0.244208,0.254053,0.249965,0.258521,0.263915,0.284821,0.288389,0.256053,0.256053,0.295599,0.295599,
Data447,0.127511,0.191101,0.107415,0.221764,0.274925,0.307322,0.164352,0.232382,0.248238,0.244638,0.253596,0.268317,0.287641,0.293259,0.258012,0.258012,0.300345,0.300345,
Data448,0.132346,0.193281,0.107817,0.228631,0.281766,0.312408,0.150524,0.220938,0.242237,0.238981,0.248358,0.271691,0.289590,0.297210,0.259197,0.259197,0.304338,0.304338,
Data449,0.136878,0.195097,0.108219,0.233972,0.286764,0.316156,0.136854,0.209812,0.236143,0.233062,0.242892,0.274039,0.290709,0.300242,0.259661,0.259661,0.307620,0.307620,
Data450,0.141108,0.196551,0.108821,0.238041,0.290448,0.318298,0.123821,0.198939,0.229909,0.226879,0.237198,0.275396,0.291041,0.302319,0.259352,0.259352,0.310104,0.310104,
Data451,0.144885,0.197277,0.109222,0.240584,0.292815,0.319101,0.111264,0.188449,0.223535,0.220467,0.231305,0.275836,0.290585,0.303443,0.258424,0.258424,0.311923,0.311923,
Data452,0.148511,0.197277,0.109624,0.241855,0.293868,0.318833,0.099025,0.178149,0.217022,0.213824,0.225241,0.275286,0.289341,0.303648,0.256826,0.256826,0.313032,0.313032,
Data453,0.151684,0.197277,0.110026,0.242110,0.293605,0.316959,0.087580,0.168167,0.210370,0.207049,0.219007,0.273782,0.287268,0.302864,0.254558,0.254558,0.313431,0.313431,
Data454,0.154554,0.196187,0.110226,0.241093,0.292026,0.314282,0.076454,0.158376,0.203578,0.200110,0.212658,0.271361,0.284407,0.301127,0.251722,0.251722,0.313165,0.313165,
Data455,0.157123,0.195097,0.110427,0.239058,0.289395,0.310534,0.066122,0.148775,0.196599,0.192974,0.206168,0.267913,0.280675,0.298368,0.248217,0.248217,0.312233,0.312233,
Data456,0.159389,0.193281,0.110628,0.236261,0.285449,0.305716,0.056268,0.139366,0.189482,0.185739,0.199534,0.263475,0.276072,0.294622,0.244093,0.244093,0.310636,0.310636,
Data457,0.161353,0.191101,0.110628,0.232700,0.280976,0.299826,0.046890,0.130083,0.182131,0.178340,0.192787,0.258010,0.270682,0.289819,0.239402,0.239402,0.308374,0.308374,
Data458,0.163015,0.188195,0.110226,0.228631,0.275189,0.293402,0.038148,0.120864,0.174641,0.170776,0.185898,0.251590,0.264504,0.284063,0.234195,0.234195,0.305491,0.305491,
Data459,0.164374,0.185288,0.109825,0.223799,0.268874,0.286441,0.030041,0.111709,0.166919,0.163114,0.178923,0.244218,0.257537,0.277387,0.228421,0.228421,0.301987,0.301987,
Data460,0.165432,0.182018,0.109022,0.218458,0.262034,0.278946,0.022571,0.102490,0.158964,0.155287,0.171835,0.235928,0.249866,0.269860,0.222132,0.222132,0.297817,0.297817,
Data461,0.166187,0.178385,0.108018,0.212863,0.254405,0.270647,0.015577,0.093271,0.150776,0.147361,0.164604,0.226831,0.241574,0.261481,0.215327,0.215327,0.293115,0.293115,
Data462,0.166641,0.174389,0.106612,0.207014,0.246512,0.262348,0.009378,0.083925,0.142309,0.139239,0.157287,0.217038,0.232659,0.252319,0.208110,0.208110,0.287792,0.287792,
Data463,0.166792,0.170029,0.104805,0.200656,0.238093,0.253514,0.003815,0.074451,0.133609,0.131017,0.149800,0.206547,0.223205,0.242407,0.200429,0.200429,0.281937,0.281937,
Data464,0.166641,0.165669,0.102798,0.194298,0.229148,0.244412,-0.000954,0.064851,0.124584,0.122664,0.142228,0.195470,0.213212,0.231849,0.192387,0.192387,0.275505,0.275505,
Data465,0.166187,0.160946,0.100188,0.187940,0.220203,0.235310,-0.005404,0.055123,0.115373,0.114245,0.134541,0.183805,0.202763,0.220643,0.183882,0.183882,0.268585,0.268585,
Data466,0.165583,0.156223,0.097176,0.181328,0.210995,0.226208,-0.009060,0.045205,0.105883,0.105761,0.126798,0.171701,0.191857,0.208858,0.175015,0.175015,0.261178,0.261178,
Data467,0.164525,0.151137,0.093763,0.174716,0.201787,0.216839,-0.012398,0.035223,0.096253,0.097276,0.118998,0.159229,0.180579,0.196528,0.165839,0.165839,0.253282,0.253282,
Data468,0.163317,0.146051,0.089747,0.168358,0.192579,0.207737,-0.014941,0.024987,0.086437,0.088792,0.111140,0.146428,0.168927,0.183721,0.156302,0.156302,0.245032,0.245032,
Data469,0.161806,0.140964,0.085531,0.162254,0.183371,0.198635,-0.017166,0.014687,0.076435,0.080307,0.103255,0.133406,0.156985,0.170540,0.146559,0.146559,0.236426,0.236426,
Data470,0.160144,0.135878,0.080712,0.156151,0.174426,0.189801,-0.018756,0.004196,0.066386,0.071888,0.095340,0.120201,0.144795,0.157018,0.136609,0.136609,0.227510,0.227510,
Data471,0.158180,0.130428,0.075693,0.150047,0.165745,0.180967,-0.020027,-0.006294,0.056198,0.063503,0.087398,0.106960,0.132397,0.143258,0.126454,0.126454,0.218284,0.218284,
Data472,0.155914,0.124979,0.070071,0.144452,0.157326,0.172400,-0.020981,-0.017039,0.045963,0.055182,0.079455,0.093718,0.119999,0.129361,0.116247,0.116247,0.208924,0.208924,
Data473,0.153497,0.119529,0.064249,0.138857,0.149170,0.164101,-0.021617,-0.027848,0.035728,0.046961,0.071541,0.080623,0.107560,0.115430,0.105988,0.105988,0.199388,0.199388,
Data474,0.150777,0.114079,0.058225,0.133771,0.141541,0.155803,-0.021776,-0.038720,0.025540,0.038838,0.063655,0.067712,0.095244,0.101602,0.095730,0.095730,0.189718,0.189718,
Data475,0.147907,0.108630,0.051800,0.128684,0.134174,0.148039,-0.021776,-0.049528,0.015445,0.030847,0.055826,0.055167,0.083220,0.087978,0.085626,0.085626,0.180092,0.180092,
Data476,0.144734,0.103180,0.045175,0.123598,0.127071,0.140544,-0.021458,-0.060337,0.005490,0.023020,0.048140,0.043099,0.071485,0.074660,0.075677,0.075677,0.170422,0.170422,
Data477,0.141561,0.097730,0.038549,0.119020,0.120494,0.133048,-0.020981,-0.070954,-0.004140,0.015456,0.040653,0.031582,0.060207,0.061751,0.066037,0.066037,0.160929,0.160929,
Data478,0.138087,0.092281,0.031923,0.114188,0.114180,0.126088,-0.020186,-0.081445,-0.013538,0.008189,0.033365,0.020724,0.049426,0.049319,0.056654,0.056654,0.151526,0.151526,
Data479,0.134310,0.086831,0.025097,0.109611,0.108129,0.119127,-0.019392,-0.091681,-0.022609,0.001184,0.026362,0.010527,0.039226,0.037466,0.047736,0.047736,0.142344,0.142344,
Data480,0.130533,0.081381,0.018471,0.105033,0.102604,0.112435,-0.018279,-0.101663,-0.031355,-0.005426,0.019586,0.001064,0.029606,0.026158,0.039179,0.039179,0.133428,0.133428,
