Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,
Name,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,
Time,20220317082042,20220317082130,20220317091327,20220317093224,20220317093224,20220317093224,20220317104709,20220317105109,20220317105109,20220317105109,20220317105109,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,
Highcut,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,
Lowcut,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,
Period,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,
Averages,101,84,38,15,29,57,48,30,41,58,67,13,23,28,37,37,43,43,
Int (mA),45/45mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,
Pulse Width (µs),250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,
Rep Rate (Hz),2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,
Data104,0.081583,0.116986,0.020680,-0.012462,-0.065772,0.004283,0.270689,0.060909,0.095695,0.054689,0.041820,-0.000514,-0.143758,-0.117508,-0.122536,-0.122536,-0.036151,-0.036151,
Data105,0.075842,0.120619,0.010240,-0.013733,-0.067613,0.006425,0.271642,0.064151,0.095508,0.053637,0.043158,0.012105,-0.135548,-0.111207,-0.118154,-0.118154,-0.031760,-0.031760,
Data106,0.069799,0.123162,-0.000402,-0.015005,-0.069455,0.008299,0.272278,0.067076,0.095043,0.052420,0.044382,0.024759,-0.127089,-0.104838,-0.113463,-0.113463,-0.027369,-0.027369,
Data107,0.063453,0.124979,-0.011444,-0.016785,-0.071033,0.010173,0.272278,0.069746,0.094299,0.051072,0.045435,0.037304,-0.118382,-0.098366,-0.108566,-0.108566,-0.022977,-0.022977,
Data108,0.056504,0.125705,-0.023089,-0.019328,-0.072875,0.011779,0.271324,0.072099,0.093275,0.049559,0.046318,0.049739,-0.109550,-0.091827,-0.103411,-0.103411,-0.018675,-0.018675,
Data109,0.048799,0.124979,-0.035136,-0.022634,-0.075243,0.012582,0.269735,0.074197,0.091973,0.047915,0.047058,0.061990,-0.100511,-0.085185,-0.097946,-0.097946,-0.014328,-0.014328,
Data110,0.040489,0.123162,-0.047383,-0.026703,-0.077611,0.012850,0.267192,0.075914,0.090298,0.046106,0.047571,0.074131,-0.091305,-0.078475,-0.092224,-0.092224,-0.009980,-0.009980,
Data111,0.031425,0.120256,-0.059631,-0.031790,-0.080504,0.012582,0.264013,0.077249,0.088344,0.044133,0.047884,0.086052,-0.081976,-0.071629,-0.086296,-0.086296,-0.005633,-0.005633,
Data112,0.022058,0.116623,-0.072079,-0.037639,-0.083398,0.011779,0.260039,0.078139,0.085972,0.041962,0.047969,0.097753,-0.072522,-0.064715,-0.080058,-0.080058,-0.001242,-0.001242,
Data113,0.012540,0.112263,-0.084125,-0.044251,-0.086555,0.010708,0.255589,0.078584,0.083227,0.039562,0.047798,0.109197,-0.063026,-0.057698,-0.073718,-0.073718,0.003061,0.003061,
Data114,0.002719,0.106813,-0.095971,-0.051118,-0.089713,0.009370,0.250661,0.078393,0.080063,0.036964,0.047314,0.120238,-0.053572,-0.050682,-0.067222,-0.067222,0.007408,0.007408,
Data115,-0.007101,0.100274,-0.107415,-0.059002,-0.093133,0.007496,0.245257,0.077694,0.076481,0.034103,0.046489,0.130839,-0.044160,-0.043699,-0.060624,-0.060624,0.011666,0.011666,
Data116,-0.017374,0.092644,-0.118659,-0.067648,-0.096816,0.004819,0.239058,0.076422,0.072434,0.030978,0.045350,0.140999,-0.034913,-0.036717,-0.053974,-0.053974,0.015880,0.015880,
Data117,-0.028252,0.083561,-0.129501,-0.076804,-0.100762,0.001606,0.232223,0.074515,0.067968,0.027591,0.043898,0.150683,-0.025750,-0.029803,-0.047324,-0.047324,0.020005,0.020005,
Data118,-0.039281,0.073752,-0.139941,-0.086722,-0.104972,-0.002142,0.224753,0.071972,0.063083,0.023941,0.042048,0.159926,-0.016793,-0.022923,-0.040674,-0.040674,0.024042,0.024042,
Data119,-0.050309,0.063216,-0.149579,-0.097149,-0.109444,-0.006157,0.216964,0.068729,0.057687,0.019962,0.039856,0.168583,-0.008044,-0.016111,-0.034075,-0.034075,0.027945,0.027945,
Data120,-0.061187,0.052680,-0.158212,-0.107830,-0.113390,-0.010440,0.208858,0.064851,0.051871,0.015654,0.037294,0.176653,0.000415,-0.009503,-0.027683,-0.027683,0.031627,0.031627,
Data121,-0.071612,0.042144,-0.165440,-0.118257,-0.117337,-0.014724,0.200752,0.060337,0.045638,0.011115,0.034390,0.184025,0.008542,-0.003099,-0.021445,-0.021445,0.035043,0.035043,
Data122,-0.081130,0.032335,-0.171062,-0.128176,-0.120494,-0.018739,0.192963,0.055250,0.039031,0.006281,0.031173,0.190518,0.016213,0.002963,-0.015568,-0.015568,0.038148,0.038148,
Data123,-0.089892,0.022889,-0.175278,-0.137586,-0.123125,-0.022219,0.185334,0.049655,0.032146,0.001217,0.027643,0.196130,0.023386,0.008617,-0.010104,-0.010104,0.040898,0.040898,
Data124,-0.097899,0.014532,-0.177888,-0.146487,-0.125229,-0.025164,0.178022,0.043679,0.025029,-0.003946,0.023885,0.200715,0.029896,0.013863,-0.005052,-0.005052,0.043204,0.043204,
Data125,-0.105000,0.006903,-0.179093,-0.154879,-0.126808,-0.028109,0.170869,0.037385,0.017818,-0.009241,0.019956,0.204273,0.035784,0.018563,-0.000516,-0.000516,0.045023,0.045023,
Data126,-0.111194,0.000000,-0.178892,-0.162763,-0.128123,-0.030518,0.164034,0.030836,0.010514,-0.014568,0.015885,0.206694,0.040967,0.022718,0.003402,0.003402,0.046398,0.046398,
Data127,-0.116482,-0.005450,-0.177085,-0.169884,-0.128649,-0.032660,0.157518,0.024224,0.003210,-0.019863,0.011757,0.207904,0.045404,0.026295,0.006805,0.006805,0.047197,0.047197,
Data128,-0.120561,-0.010173,-0.174073,-0.176242,-0.128649,-0.033998,0.151637,0.017548,-0.003954,-0.025092,0.007573,0.207978,0.049053,0.029190,0.009537,0.009537,0.047418,0.047418,
Data129,-0.123583,-0.013806,-0.169455,-0.181582,-0.127860,-0.035069,0.146232,0.010808,-0.011072,-0.030189,0.003445,0.206767,0.051955,0.031472,0.011547,0.011547,0.047019,0.047019,
Data130,-0.125396,-0.015986,-0.163432,-0.185906,-0.126545,-0.035337,0.141305,0.004260,-0.017957,-0.035122,-0.000598,0.204346,0.054029,0.033073,0.012836,0.012836,0.045999,0.045999,
Data131,-0.126000,-0.017076,-0.156204,-0.189466,-0.124703,-0.035069,0.137172,-0.002035,-0.024610,-0.039792,-0.004555,0.200641,0.055314,0.033958,0.013455,0.013455,0.044313,0.044313,
Data132,-0.125396,-0.016712,-0.147772,-0.191755,-0.122335,-0.034266,0.133675,-0.008138,-0.030890,-0.044166,-0.008284,0.195653,0.055770,0.034128,0.013300,0.013300,0.042007,0.042007,
Data133,-0.123583,-0.015259,-0.138134,-0.193281,-0.119441,-0.032927,0.130655,-0.013797,-0.036705,-0.048145,-0.011786,0.189417,0.055397,0.033583,0.012527,0.012527,0.039079,0.039079,
Data134,-0.120712,-0.012716,-0.127895,-0.193790,-0.116284,-0.031053,0.128271,-0.019010,-0.042102,-0.051697,-0.014946,0.181971,0.054194,0.032289,0.010980,0.010980,0.035575,0.035575,
Data135,-0.116935,-0.009083,-0.116852,-0.193281,-0.112864,-0.028644,0.126205,-0.023588,-0.046894,-0.054755,-0.017764,0.173241,0.052121,0.030246,0.008815,0.008815,0.031538,0.031538,
Data136,-0.112101,-0.004723,-0.105408,-0.192009,-0.108918,-0.025699,0.124615,-0.027593,-0.051081,-0.057221,-0.020156,0.163264,0.049177,0.027419,0.005928,0.005928,0.026925,0.026925,
Data137,-0.106511,0.000000,-0.093562,-0.189721,-0.104972,-0.022755,0.123026,-0.030900,-0.054663,-0.059096,-0.022120,0.152040,0.045404,0.023876,0.002423,0.002423,0.021780,0.021780,
Data138,-0.100468,0.005450,-0.081716,-0.186923,-0.101025,-0.019275,0.121595,-0.033443,-0.057547,-0.060411,-0.023629,0.139642,0.040884,0.019653,-0.001598,-0.001598,0.016191,0.016191,
Data139,-0.094122,0.011263,-0.070272,-0.183617,-0.097079,-0.016062,0.120006,-0.035350,-0.059780,-0.061135,-0.024739,0.126107,0.035618,0.014816,-0.006186,-0.006186,0.010202,0.010202,
Data140,-0.089439,0.014169,-0.061036,-0.180819,-0.094974,-0.014456,0.115873,-0.036622,-0.061455,-0.061332,-0.025451,0.111655,0.029855,0.009503,-0.011135,-0.011135,0.003948,0.003948,
Data141,-0.086720,0.014532,-0.054410,-0.180565,-0.094974,-0.015259,0.109674,-0.037512,-0.062664,-0.060970,-0.025678,0.096799,0.024008,0.004258,-0.015981,-0.015981,-0.002129,-0.002129,
Data142,-0.081130,0.017802,-0.045978,-0.178276,-0.093659,-0.013921,0.105859,-0.038148,-0.063548,-0.060181,-0.025508,0.081724,0.018203,-0.000920,-0.020775,-0.020775,-0.008073,-0.008073,
Data143,-0.072971,0.023978,-0.035537,-0.172936,-0.089449,-0.009905,0.104111,-0.038529,-0.064200,-0.059194,-0.025251,0.065951,0.011859,-0.006574,-0.025982,-0.025982,-0.014416,-0.014416,
Data144,-0.063756,0.031245,-0.024696,-0.165815,-0.084451,-0.004551,0.103157,-0.038402,-0.064479,-0.057846,-0.024824,0.049482,0.004976,-0.012739,-0.031755,-0.031755,-0.021203,-0.021203,
Data145,-0.054238,0.038874,-0.014456,-0.157931,-0.078926,0.000535,0.102204,-0.037575,-0.064153,-0.056070,-0.024056,0.032425,-0.002405,-0.019380,-0.037941,-0.037941,-0.028300,-0.028300,
Data146,-0.044871,0.045777,-0.005220,-0.149538,-0.073664,0.005889,0.100932,-0.036049,-0.063269,-0.053768,-0.022917,0.014856,-0.010242,-0.026363,-0.044488,-0.044488,-0.035619,-0.035619,
Data147,-0.035957,0.051953,0.002409,-0.141400,-0.068929,0.010976,0.098707,-0.033761,-0.061780,-0.050973,-0.021408,-0.002934,-0.018286,-0.033515,-0.051293,-0.051293,-0.043071,-0.043071,
Data148,-0.027799,0.057040,0.008633,-0.133516,-0.064719,0.015259,0.095687,-0.030963,-0.059780,-0.047717,-0.019586,-0.020798,-0.026496,-0.040702,-0.058149,-0.058149,-0.050435,-0.050435,
Data149,-0.020547,0.060673,0.013452,-0.126141,-0.061036,0.018739,0.091713,-0.027721,-0.057407,-0.044100,-0.017451,-0.038624,-0.034665,-0.047855,-0.064954,-0.064954,-0.057576,-0.057576,
Data150,-0.013899,0.063216,0.016464,-0.118766,-0.057879,0.021952,0.086627,-0.024224,-0.054709,-0.040154,-0.015088,-0.056231,-0.042750,-0.054837,-0.071656,-0.071656,-0.064496,-0.064496,
Data151,-0.008007,0.064669,0.018271,-0.111645,-0.054985,0.024361,0.080746,-0.020600,-0.051825,-0.036010,-0.012583,-0.073471,-0.050628,-0.061615,-0.078151,-0.078151,-0.071061,-0.071061,
Data152,-0.002719,0.064669,0.018672,-0.104779,-0.052354,0.026770,0.074229,-0.016976,-0.048801,-0.031735,-0.009935,-0.090270,-0.058216,-0.068087,-0.084389,-0.084389,-0.077227,-0.077227,
Data153,0.001813,0.064306,0.017869,-0.097912,-0.049986,0.028376,0.066917,-0.013352,-0.045824,-0.027427,-0.007231,-0.106483,-0.065390,-0.074149,-0.090265,-0.090265,-0.082904,-0.082904,
Data154,0.006043,0.062853,0.016062,-0.091045,-0.047356,0.030250,0.059129,-0.009918,-0.042800,-0.023119,-0.004526,-0.121999,-0.072107,-0.079769,-0.095781,-0.095781,-0.088139,-0.088139,
Data155,0.009820,0.060673,0.013452,-0.084179,-0.044462,0.031857,0.050863,-0.006612,-0.039869,-0.018844,-0.001765,-0.136744,-0.078244,-0.084878,-0.100833,-0.100833,-0.092796,-0.092796,
Data156,0.013446,0.058130,0.010039,-0.077312,-0.041568,0.033463,0.042439,-0.003497,-0.037078,-0.014700,0.000911,-0.150609,-0.083800,-0.089408,-0.105421,-0.105421,-0.096877,-0.096877,
Data157,0.016619,0.055223,0.006023,-0.070192,-0.038148,0.034801,0.033856,-0.000699,-0.034379,-0.010655,0.003587,-0.163558,-0.088693,-0.093359,-0.109545,-0.109545,-0.100426,-0.100426,
Data158,0.019640,0.051953,0.001405,-0.063071,-0.034464,0.036675,0.025114,0.001844,-0.031867,-0.006774,0.006235,-0.175552,-0.092922,-0.096731,-0.113102,-0.113102,-0.103398,-0.103398,
Data159,0.022511,0.048320,-0.003212,-0.055950,-0.030255,0.038281,0.016372,0.004196,-0.029448,-0.003025,0.008882,-0.186593,-0.096488,-0.099490,-0.116144,-0.116144,-0.105749,-0.105749,
Data160,0.025079,0.044687,-0.008433,-0.048829,-0.025782,0.040155,0.007788,0.006294,-0.027122,0.000559,0.011501,-0.196607,-0.099350,-0.101704,-0.118670,-0.118670,-0.107523,-0.107523,
Data161,0.027648,0.041054,-0.013854,-0.041708,-0.020784,0.042297,-0.000636,0.008265,-0.024935,0.004045,0.014120,-0.205630,-0.101589,-0.103339,-0.120629,-0.120629,-0.108721,-0.108721,
Data162,0.029914,0.037058,-0.019475,-0.034841,-0.015259,0.044171,-0.008901,0.010046,-0.022795,0.007432,0.016768,-0.213663,-0.103123,-0.104497,-0.122072,-0.122072,-0.109342,-0.109342,
Data163,0.032180,0.033061,-0.025097,-0.027975,-0.009471,0.046580,-0.016849,0.011762,-0.020749,0.010688,0.019444,-0.220669,-0.103994,-0.105144,-0.123052,-0.123052,-0.109430,-0.109430,
Data164,0.034144,0.029065,-0.030518,-0.021363,-0.003420,0.048722,-0.024478,0.013288,-0.018795,0.013812,0.022091,-0.226648,-0.104201,-0.105314,-0.123412,-0.123412,-0.108987,-0.108987,
Data165,0.036108,0.025068,-0.035939,-0.015005,0.002631,0.050863,-0.031949,0.014814,-0.016887,0.016772,0.024767,-0.231600,-0.103745,-0.104974,-0.123258,-0.123258,-0.107966,-0.107966,
Data166,0.037921,0.021072,-0.041159,-0.009155,0.009471,0.053005,-0.038942,0.016276,-0.014980,0.019633,0.027415,-0.235524,-0.102542,-0.104122,-0.122536,-0.122536,-0.106370,-0.106370,
Data167,0.039432,0.017076,-0.046379,-0.003815,0.016048,0.055147,-0.045618,0.017739,-0.013119,0.022362,0.030119,-0.238386,-0.100676,-0.102828,-0.121196,-0.121196,-0.104196,-0.104196,
Data168,0.040943,0.013079,-0.050997,0.000763,0.023152,0.057288,-0.051976,0.019265,-0.011258,0.024993,0.032852,-0.240220,-0.098147,-0.101023,-0.119288,-0.119288,-0.101535,-0.101535,
Data169,0.042302,0.009083,-0.055414,0.004832,0.029992,0.059162,-0.058016,0.020854,-0.009304,0.027558,0.035642,-0.241027,-0.094913,-0.098775,-0.116762,-0.116762,-0.098296,-0.098296,
Data170,0.043511,0.005450,-0.059631,0.008392,0.036832,0.061036,-0.063579,0.022571,-0.007304,0.030058,0.038489,-0.240880,-0.091098,-0.096084,-0.113721,-0.113721,-0.094570,-0.094570,
Data171,0.044568,0.001453,-0.063245,0.011190,0.043672,0.062642,-0.068666,0.024414,-0.005257,0.032524,0.041364,-0.239779,-0.086661,-0.093019,-0.110112,-0.110112,-0.090312,-0.090312,
Data172,0.045626,-0.001817,-0.066256,0.013479,0.050250,0.063981,-0.073434,0.026513,-0.003117,0.034958,0.044297,-0.237799,-0.081686,-0.089579,-0.105937,-0.105937,-0.085610,-0.085610,
Data173,0.046381,-0.005450,-0.068866,0.015005,0.056827,0.065319,-0.077726,0.028801,-0.000884,0.037391,0.047286,-0.235011,-0.076254,-0.085798,-0.101297,-0.101297,-0.080465,-0.080465,
Data174,0.046986,-0.009083,-0.070874,0.015768,0.063141,0.066658,-0.081699,0.031281,0.001396,0.039792,0.050304,-0.231380,-0.070407,-0.081711,-0.096194,-0.096194,-0.074920,-0.074920,
Data175,0.047590,-0.012716,-0.072480,0.015768,0.069192,0.067461,-0.085037,0.033951,0.003861,0.042193,0.053293,-0.226978,-0.064146,-0.077351,-0.090678,-0.090678,-0.069065,-0.069065,
Data176,0.048043,-0.015986,-0.073484,0.015259,0.074980,0.068264,-0.088057,0.036876,0.006373,0.044560,0.056310,-0.221843,-0.057595,-0.072719,-0.084749,-0.084749,-0.062810,-0.062810,
Data177,0.048496,-0.019255,-0.073685,0.014242,0.080504,0.068799,-0.090600,0.040119,0.009118,0.046928,0.059300,-0.216011,-0.050711,-0.067882,-0.078512,-0.078512,-0.056334,-0.056334,
Data178,0.048799,-0.022525,-0.073484,0.012462,0.085766,0.069067,-0.092826,0.043679,0.012003,0.049329,0.062260,-0.209555,-0.043662,-0.062841,-0.071913,-0.071913,-0.049547,-0.049547,
Data179,0.048950,-0.025795,-0.072681,0.010173,0.090765,0.069067,-0.094574,0.047494,0.015026,0.051664,0.065164,-0.202512,-0.036448,-0.057664,-0.065109,-0.065109,-0.042628,-0.042628,
Data180,0.048950,-0.028701,-0.071276,0.007375,0.095237,0.069067,-0.096164,0.051563,0.018236,0.053999,0.067982,-0.194956,-0.029150,-0.052351,-0.058149,-0.058149,-0.035486,-0.035486,
Data181,0.048950,-0.031608,-0.069469,0.004323,0.099447,0.068799,-0.097276,0.055950,0.021632,0.056333,0.070715,-0.186960,-0.021893,-0.047003,-0.051035,-0.051035,-0.028300,-0.028300,
Data182,0.048799,-0.034514,-0.067059,0.000763,0.103130,0.068264,-0.098230,0.060527,0.025122,0.058603,0.073334,-0.178707,-0.014761,-0.041690,-0.043870,-0.043870,-0.021026,-0.021026,
Data183,0.048648,-0.037421,-0.064249,-0.002543,0.106550,0.067729,-0.098866,0.065359,0.028750,0.060773,0.075811,-0.170233,-0.007837,-0.036513,-0.036704,-0.036704,-0.013751,-0.013751,
Data184,0.048194,-0.040327,-0.060835,-0.006358,0.109970,0.066926,-0.099184,0.070319,0.032518,0.062911,0.078089,-0.161650,-0.001244,-0.031438,-0.029693,-0.029693,-0.006565,-0.006565,
Data185,0.047741,-0.042871,-0.057221,-0.010427,0.112864,0.065855,-0.099343,0.075405,0.036333,0.064917,0.080224,-0.152994,0.004976,-0.026567,-0.022785,-0.022785,0.000444,0.000444,
Data186,0.047137,-0.045414,-0.053407,-0.014242,0.115232,0.065052,-0.099502,0.080618,0.040194,0.066824,0.082131,-0.144264,0.010864,-0.021867,-0.016084,-0.016084,0.007363,0.007363,
Data187,0.046381,-0.047594,-0.049391,-0.018057,0.117863,0.063713,-0.099343,0.085832,0.044149,0.068633,0.083839,-0.135460,0.016379,-0.017371,-0.009640,-0.009640,0.014017,0.014017,
Data188,0.045626,-0.049773,-0.044974,-0.021363,0.119967,0.062642,-0.099184,0.090982,0.048103,0.070244,0.085320,-0.126694,0.021520,-0.013113,-0.003402,-0.003402,0.020449,0.020449,
Data189,0.044568,-0.051953,-0.040758,-0.024669,0.121809,0.061304,-0.098707,0.096068,0.052011,0.071691,0.086544,-0.117891,0.026247,-0.009026,0.002423,0.002423,0.026615,0.026615,
Data190,0.043511,-0.053770,-0.036341,-0.027466,0.123651,0.059698,-0.098230,0.100964,0.055919,0.072974,0.087540,-0.109014,0.030601,-0.005177,0.007990,0.007990,0.032425,0.032425,
Data191,0.042453,-0.055586,-0.031923,-0.029755,0.125229,0.058091,-0.097594,0.105732,0.059780,0.074092,0.088280,-0.100137,0.034582,-0.001567,0.013197,0.013197,0.037970,0.037970,
Data192,0.041094,-0.057040,-0.027707,-0.031535,0.126808,0.056753,-0.096799,0.110310,0.063502,0.074980,0.088793,-0.091224,0.038189,0.001805,0.018094,0.018094,0.043249,0.043249,
Data193,0.039734,-0.058493,-0.023491,-0.032807,0.128123,0.055147,-0.096005,0.114570,0.067177,0.075736,0.089020,-0.082311,0.041340,0.004939,0.022579,0.022579,0.048128,0.048128,
Data194,0.038223,-0.059220,-0.019676,-0.033316,0.129439,0.053540,-0.095210,0.118575,0.070666,0.076295,0.089049,-0.073434,0.044077,0.007766,0.026703,0.026703,0.052741,0.052741,
Data195,0.036712,-0.060309,-0.016062,-0.033061,0.130754,0.051934,-0.094256,0.122199,0.074062,0.076690,0.088850,-0.064667,0.046399,0.010286,0.030466,0.030466,0.057000,0.057000,
Data196,0.035202,-0.060673,-0.012649,-0.031790,0.132069,0.050596,-0.093303,0.125505,0.077272,0.076920,0.088451,-0.056084,0.048306,0.012466,0.033869,0.033869,0.060947,0.060947,
Data197,0.033389,-0.061036,-0.009637,-0.030009,0.133385,0.049257,-0.092508,0.128494,0.080342,0.076986,0.087882,-0.047648,0.049799,0.014373,0.036962,0.036962,0.064629,0.064629,
Data198,0.031727,-0.061036,-0.007027,-0.027212,0.134963,0.047919,-0.091713,0.130973,0.083180,0.076887,0.087085,-0.039321,0.050960,0.016008,0.039694,0.039694,0.067956,0.067956,
Data199,0.029914,-0.060309,-0.004819,-0.023397,0.136542,0.046848,-0.090918,0.133071,0.085785,0.076558,0.086088,-0.031178,0.051831,0.017405,0.042169,0.042169,0.071061,0.071061,
Data200,0.028252,-0.059583,-0.003012,-0.019074,0.138120,0.045777,-0.090124,0.134724,0.088158,0.076098,0.084921,-0.023072,0.052453,0.018563,0.044385,0.044385,0.073900,0.073900,
Data201,0.026439,-0.058856,-0.001807,-0.013733,0.139962,0.044706,-0.089647,0.135996,0.090345,0.075440,0.083583,-0.015002,0.052950,0.019551,0.046447,0.046447,0.076473,0.076473,
Data202,0.024626,-0.057403,-0.000803,-0.007884,0.141541,0.044171,-0.089011,0.136823,0.092298,0.074585,0.082103,-0.007043,0.053282,0.020368,0.048355,0.048355,0.078779,0.078779,
Data203,0.022964,-0.055586,-0.000402,-0.001272,0.143382,0.043368,-0.088534,0.137268,0.093973,0.073598,0.080480,0.000844,0.053572,0.021083,0.050107,0.050107,0.080864,0.080864,
Data204,0.021151,-0.053770,-0.000201,0.005341,0.145487,0.042832,-0.088057,0.137395,0.095462,0.072447,0.078715,0.008693,0.053780,0.021696,0.051705,0.051705,0.082727,0.082727,
Data205,0.019489,-0.051590,-0.000402,0.012970,0.147328,0.042565,-0.087580,0.137140,0.096671,0.071198,0.076864,0.016469,0.053987,0.022241,0.053252,0.053252,0.084413,0.084413,
Data206,0.017978,-0.049047,-0.001004,0.020854,0.149433,0.042297,-0.087263,0.136568,0.097695,0.069817,0.074872,0.024136,0.054111,0.022616,0.054644,0.054644,0.085876,0.085876,
Data207,0.016317,-0.046504,-0.002008,0.029246,0.151275,0.042297,-0.086945,0.135742,0.098486,0.068337,0.072765,0.031692,0.054153,0.022923,0.055933,0.055933,0.087118,0.087118,
Data208,0.014806,-0.043597,-0.003012,0.037639,0.153379,0.042297,-0.086627,0.134661,0.099044,0.066791,0.070573,0.039028,0.054153,0.023093,0.057118,0.057118,0.088183,0.088183,
Data209,0.013295,-0.040327,-0.004417,0.046031,0.155221,0.042297,-0.086309,0.133326,0.099370,0.065147,0.068267,0.046181,0.054111,0.023161,0.058252,0.058252,0.089114,0.089114,
Data210,0.011784,-0.037058,-0.005823,0.054424,0.157063,0.042565,-0.086309,0.131800,0.099509,0.063404,0.065847,0.053113,0.053946,0.023127,0.059335,0.059335,0.089913,0.089913,
Data211,0.010424,-0.033788,-0.007228,0.062816,0.158904,0.042832,-0.086309,0.130083,0.099463,0.061628,0.063342,0.059716,0.053697,0.022957,0.060314,0.060314,0.090534,0.090534,
Data212,0.009216,-0.030518,-0.008834,0.071209,0.160483,0.043100,-0.086627,0.128239,0.099184,0.059754,0.060694,0.065988,0.053324,0.022650,0.061191,0.061191,0.090977,0.090977,
Data213,0.007856,-0.026885,-0.010440,0.079093,0.161798,0.043368,-0.087104,0.126332,0.098811,0.057846,0.057962,0.071893,0.052868,0.022275,0.061912,0.061912,0.091288,0.091288,
Data214,0.006647,-0.023252,-0.012047,0.086976,0.163114,0.043635,-0.087898,0.124361,0.098253,0.055873,0.055115,0.077359,0.052204,0.021833,0.062583,0.062583,0.091421,0.091421,
Data215,0.005590,-0.019982,-0.013452,0.094097,0.164166,0.043903,-0.089011,0.122326,0.097648,0.053867,0.052182,0.082384,0.051458,0.021322,0.063201,0.063201,0.091377,0.091377,
Data216,0.004532,-0.016349,-0.014857,0.100964,0.164955,0.044171,-0.090441,0.120419,0.096904,0.051795,0.049165,0.086969,0.050546,0.020777,0.063665,0.063665,0.091199,0.091199,
Data217,0.003475,-0.013079,-0.016062,0.107322,0.165481,0.044439,-0.092190,0.118512,0.096067,0.049723,0.046090,0.091041,0.049426,0.020164,0.064078,0.064078,0.090844,0.090844,
Data218,0.002417,-0.009809,-0.016865,0.112917,0.165481,0.044439,-0.094415,0.116668,0.095183,0.047652,0.042987,0.094635,0.048182,0.019585,0.064387,0.064387,0.090401,0.090401,
Data219,0.001511,-0.006903,-0.017668,0.117749,0.165218,0.044171,-0.096799,0.114951,0.094252,0.045613,0.039856,0.097716,0.046731,0.018972,0.064593,0.064593,0.089824,0.089824,
Data220,0.000604,-0.003996,-0.018070,0.121818,0.164429,0.043903,-0.099502,0.113298,0.093322,0.043574,0.036724,0.100321,0.045114,0.018427,0.064696,0.064696,0.089114,0.089114,
Data221,-0.000151,-0.001453,-0.018271,0.125378,0.163114,0.043368,-0.102522,0.111709,0.092298,0.041535,0.033564,0.102412,0.043372,0.017882,0.064748,0.064748,0.088316,0.088316,
Data222,-0.000906,0.000363,-0.018070,0.128176,0.161535,0.042832,-0.105701,0.110119,0.091182,0.039529,0.030433,0.103952,0.041423,0.017405,0.064696,0.064696,0.087385,0.087385,
Data223,-0.001662,0.002543,-0.017468,0.130210,0.159430,0.042029,-0.109356,0.108593,0.090019,0.037523,0.027273,0.104979,0.039309,0.016996,0.064542,0.064542,0.086364,0.086364,
Data224,-0.002417,0.004360,-0.016464,0.131482,0.156800,0.040958,-0.113330,0.107067,0.088763,0.035517,0.024141,0.105566,0.037111,0.016690,0.064335,0.064335,0.085255,0.085255,
Data225,-0.003173,0.006176,-0.015259,0.132245,0.153643,0.039620,-0.117463,0.105542,0.087414,0.033511,0.021010,0.105676,0.034789,0.016519,0.064078,0.064078,0.084102,0.084102,
Data226,-0.003777,0.007630,-0.013452,0.131991,0.149959,0.038014,-0.121913,0.103952,0.086018,0.031505,0.017907,0.105346,0.032384,0.016417,0.063768,0.063768,0.082860,0.082860,
Data227,-0.004381,0.008719,-0.011243,0.130973,0.145487,0.036140,-0.126682,0.102363,0.084529,0.029499,0.014860,0.104612,0.029938,0.016451,0.063356,0.063356,0.081574,0.081574,
Data228,-0.004986,0.009809,-0.008834,0.129447,0.140751,0.034266,-0.131450,0.100773,0.082994,0.027525,0.011900,0.103439,0.027408,0.016621,0.062943,0.062943,0.080199,0.080199,
Data229,-0.005590,0.010536,-0.006023,0.127159,0.135227,0.031857,-0.136378,0.099120,0.081412,0.025585,0.008996,0.101861,0.024879,0.016894,0.062428,0.062428,0.078735,0.078735,
